Host Id,Host Since,Name,Neighbourhood ,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review
10452505,12/5/2013,2 bed apt in heart of Williamsburg,Brooklyn,Apartment,85,Entire home/apt,11211,2,1,44,135,88
10450542,12/5/2013,Modern Studio in Noho,Manhattan,Apartment,85,Entire home/apt,10012,1,1,3,180,87
10460408,12/5/2013,Quiet Oasis in Heart of Manhattan!,Manhattan,Apartment,95,Entire home/apt,10012,1,1,31,175,97
10452022,12/5/2013,Charming Apartment in Ideal Locale,Manhattan,Apartment,90,Entire home/apt,10014,2,1,5,205,93
10456866,12/5/2013,West Village Cozy Cottage,Manhattan,Apartment,100,Entire home/apt,10014,1,1,2,190,100
10458627,12/5/2013,Large Cozy Studio -Upper East Side,Manhattan,Apartment,80,Entire home/apt,10024,2,1,1,149,80
10457323,12/5/2013,Beautiful two bdrm on the park,Manhattan,Apartment,100,Entire home/apt,10025,2,1,4,200,100
10453708,12/5/2013,New Open 2BDR APT BEST LOCATION,Manhattan,Apartment,95,Entire home/apt,10036,2,1,8,250,95
10454853,12/5/2013,Amazing NYC 1BR Apartment,Manhattan,Apartment,90,Entire home/apt,10036,1,1,2,163,90
10451037,12/5/2013,Luxury downtown 1BR rental NYC,Manhattan,Apartment,100,Entire home/apt,10038,1,1,2,450,100
10475054,12/6/2013,Beautiful boutique one-bedroom,Brooklyn,Apartment,90,Entire home/apt,11216,1,1,4,120,93
10475653,12/6/2013,"Sunny Apartment in Brooklyn, NY",Brooklyn,Apartment,90,Entire home/apt,11218,2,1,3,110,93
10476487,12/6/2013,"1,200 sq/ft loft +private backyard",Manhattan,Apartment,40,Entire home/apt,10013,1,1,1,345,40
10471234,12/6/2013,Cozy studio close to central park,Manhattan,Apartment,90,Entire home/apt,10029,2,1,19,150,92
10468807,12/6/2013,Perfect Manhattan Apt,Manhattan,Apartment,85,Entire home/apt,10039,1,1,14,120,89
10477378,12/6/2013,Luxury1BR with museum pass&bike日本語可,Manhattan,Apartment,95,Entire home/apt,10075,1,1,15,228,95
10475184,12/6/2013,SPACIOUS BEAUTIFUL APT IN NYC,Queens,Apartment,95,Entire home/apt,11106,3,1,61,220,95
10489718,12/7/2013,Modern cozy apartment in Brownstone,Brooklyn,Apartment,90,Entire home/apt,11216,1,1,13,126,94
10491406,12/7/2013,Perfection in Prospect Heights,Brooklyn,Apartment,100,Entire home/apt,11238,3,1,4,250,100
10488904,12/7/2013,Awesome Modern 1BR in East Village,Manhattan,Apartment,100,Entire home/apt,10003,1,1,5,150,100
10493081,12/7/2013,Classic Chelsea 1 BR - Close to all,Manhattan,Apartment,95,Entire home/apt,10011,1,1,4,199,95
10490015,12/7/2013,Beautiful 1BR in prime soho,Manhattan,Apartment,90,Entire home/apt,10012,1,1,3,160,93
10488961,12/7/2013,Studio Apartment in Herald Square,Manhattan,Apartment,90,Entire home/apt,10016,2,1,4,179,90
10478532,12/7/2013,Studio in Hell's Kitchen,Manhattan,Apartment,95,Entire home/apt,10019,2,1,11,100,98
10486933,12/7/2013,1 Bdrm Apartment Central Park South,Manhattan,Apartment,100,Entire home/apt,10019,3,1,2,195,100
10492009,12/7/2013,Modern renovated 4 BR apartment UWS,Manhattan,Apartment,100,Entire home/apt,10025,6,1,2,600,100
10501354,12/8/2013,Gorgeous Chelsea Studio Apartment,Manhattan,Apartment,95,Entire home/apt,10011,1,1,11,200,95
10494294,12/8/2013,Clean Cozy Loft Like Studio,Manhattan,Apartment,95,Entire home/apt,10012,1,1,14,215,97
10506547,12/8/2013,Madison Square Park Cozy Studio!,Manhattan,Apartment,90,Entire home/apt,10016,1,1,5,125,92
10507472,12/8/2013,Entire Dplx Loft Near Central Park!,Manhattan,Apartment,85,Entire home/apt,10025,2,1,15,250,88
10511660,12/8/2013,Library Hideaway on Central Park,Manhattan,Apartment,80,Entire home/apt,10025,2,1,2,250,80
10510125,12/8/2013,Clean 2 bedroom  furnished NYC,Manhattan,Apartment,80,Entire home/apt,10028,2,1,6,249,84
10513521,12/8/2013,"Beautiful, Well Located Studio",Manhattan,Apartment,90,Entire home/apt,10028,1,1,4,145,90
10509338,12/8/2013,"Cozy, Spacious & Quiet 1 BD",Manhattan,Apartment,95,Entire home/apt,10031,1,1,13,140,97
10511044,12/8/2013,Cozy Studio Apt,Queens,Apartment,100,Entire home/apt,11103,1,1,2,78,100
10513282,12/8/2013,Elegant 1 Bed.-10 min to Manhattan,Queens,Apartment,75,Entire home/apt,11105,2,1,10,99,76
10500262,12/8/2013,Great Manhattan skyline view,Queens,Apartment,100,Entire home/apt,11372,1,1,9,65,100
10528287,12/9/2013,"Garden Oasis, Williamsburg!",Brooklyn,Apartment,90,Entire home/apt,11211,3,1,29,170,94
10528287,12/9/2013,"Rancho Deluxe, Williamsburg!",Brooklyn,Apartment,95,Entire home/apt,11211,4,1,58,200,95
10532225,12/9/2013,Chic Sun-Filled Luxury Apartment,Brooklyn,Apartment,100,Entire home/apt,11211,1,1,5,245,100
10532769,12/9/2013,Gorgeous 1 bdrm in Carroll Gardens,Brooklyn,Apartment,90,Entire home/apt,11215,1,1,14,180,94
10530464,12/9/2013,Super Cute Studio - Prime LES!,Manhattan,Apartment,80,Entire home/apt,10002,1,1,2,175,80
10534706,12/9/2013,Quaint Studio In the Heart of LES,Manhattan,Apartment,85,Entire home/apt,10002,1,1,26,150,87
10535691,12/9/2013,East Village Apartment,Manhattan,Apartment,85,Entire home/apt,10009,2,1,3,250,87
10528977,12/9/2013,2-BR Loft across from Bowery Hotel,Manhattan,Apartment,90,Entire home/apt,10012,2,1,2,300,90
10522716,12/9/2013,Hip modern West Village hideaway,Manhattan,Apartment,100,Entire home/apt,10014,1,1,1,200,100
10534508,12/9/2013,Junior 1-BR in West Village,Manhattan,Apartment,100,Entire home/apt,10014,1,1,8,150,100
10521463,12/9/2013,Spacious & Central Luxury apt,Manhattan,Apartment,100,Entire home/apt,10016,1,1,7,240,100
10529692,12/9/2013,Large Alcove Studio,Manhattan,Apartment,80,Entire home/apt,10016,1,1,13,200,83
10533538,12/9/2013,Cozy Manhattan 1 BR,Manhattan,Apartment,80,Entire home/apt,10022,1,1,5,110,80
10535116,12/9/2013,Spacious Upper West side 2BD,Manhattan,Apartment,100,Entire home/apt,10025,2,1,3,225,100
10533867,12/9/2013,"Spacious, Sunny 1-Bdrm Central Park",Manhattan,Apartment,90,Entire home/apt,10026,1,1,8,102,93
10535719,12/9/2013,PEACEFUL NYC 2-Bedroom FLAT,Manhattan,Apartment,80,Entire home/apt,10035,2,1,3,200,80
10525320,12/9/2013,Charming studio upper east side NYC,Manhattan,Apartment,85,Entire home/apt,10075,1,1,30,120,87
10535426,12/9/2013,Spacious Upper East Side Studio,Manhattan,Apartment,90,Entire home/apt,10075,1,1,21,178,91
10553573,12/10/2013,"Sunny,Private,Williamsburg 1BD Apt",Brooklyn,Apartment,85,Entire home/apt,11211,1,1,3,210,87
10555656,12/10/2013,Prime Chelsea Studio with 2 beds,Manhattan,Apartment,75,Entire home/apt,10001,2,1,6,170,76
10543265,12/10/2013,"Fantastic apt in LES, Manhattan",Manhattan,Apartment,100,Entire home/apt,10002,2,1,7,150,100
10556708,12/10/2013,Large 3 BR/Heart of the LES!,Manhattan,Apartment,90,Entire home/apt,10002,4,1,2,350,90
10537492,12/10/2013,LUXURY STUDIO IN EAST VILLAGE,Manhattan,Apartment,100,Entire home/apt,10003,1,1,2,135,100
10556500,12/10/2013,Large 1 bedroom - East Village,Manhattan,Apartment,90,Entire home/apt,10009,1,1,19,149,93
10556597,12/10/2013,"2 Bedroom Duplex, INCREDIBLE views!",Manhattan,Apartment,85,Entire home/apt,10009,2,1,3,230,87
10548889,12/10/2013,Cozy Bohemian Studio - Chelsea,Manhattan,Apartment,95,Entire home/apt,10011,2,1,11,165,96
10545523,12/10/2013,1200sqft artsy loft SOHO/NOLITA gem,Manhattan,Apartment,90,Entire home/apt,10012,2,1,6,385,90
10546136,12/10/2013,Uptown Utopia,Manhattan,Apartment,95,Entire home/apt,10021,2,1,11,150,98
10544301,12/10/2013,By Central Park with Balcony & View,Manhattan,Apartment,90,Entire home/apt,10025,4,1,2,275,90
10570887,12/11/2013,Brooklyn Heights Studio,Brooklyn,Apartment,100,Entire home/apt,11201,1,1,1,300,100
10566861,12/11/2013,Newer 1bd 1ba Condo-Style,Brooklyn,Apartment,100,Entire home/apt,11222,1,1,3,129,100
10573152,12/11/2013,3 bedroom 1.5 bath in Ditmas Park,Brooklyn,Apartment,100,Entire home/apt,11226,4,1,2,225,100
10573152,12/11/2013,3 bedroom in Victorian house,Brooklyn,Apartment,100,Entire home/apt,11230,3,1,1,275,100
10571025,12/11/2013,Amazing Williamsburg Apartment,Brooklyn,Apartment,100,Entire home/apt,11249,2,1,1,165,100
10573878,12/11/2013,Art Deco Chelsea HighRise w/Rooftop,Manhattan,Apartment,80,Entire home/apt,10001,2,1,27,230,84
10574166,12/11/2013,"Studio Apartment; Union Square, NYC",Manhattan,Apartment,85,Entire home/apt,10003,1,1,6,190,87
10575875,12/11/2013,Great 1 Bedroom Noho/East Village,Manhattan,Apartment,100,Entire home/apt,10003,1,1,2,148,100
10574601,12/11/2013,High Ceilings & Light- West Village,Manhattan,Apartment,100,Entire home/apt,10011,1,1,12,260,100
10576227,12/11/2013,Chic Modern Apt w/ View of Hudson,Manhattan,Apartment,100,Entire home/apt,10011,1,1,1,200,100
10563051,12/11/2013,Studio apartment Midtown East in NY,Manhattan,Apartment,90,Entire home/apt,10017,1,1,21,110,93
10576896,12/11/2013,Modern 3 Bedroom near Central Park,Manhattan,Apartment,100,Entire home/apt,10026,3,1,3,299,100
10565667,12/11/2013,2BR Apt 15Min Ride To NYC,Queens,Apartment,20,Entire home/apt,11385,3,1,1,150,20
10590038,12/12/2013,GET COSY IN WILLIAMSBURG...,Brooklyn,Apartment,100,Entire home/apt,11206,1,1,3,110,100
10590692,12/12/2013,Classic Chelsea Brownstone 1Bedroom,Manhattan,Apartment,95,Entire home/apt,10011,1,1,35,210,97
10595193,12/12/2013,3br spacious and lovely apartment,Manhattan,Apartment,85,Entire home/apt,10014,3,1,9,319,86
10586514,12/12/2013,Heart of Hell's Kitchen NYC Studio,Manhattan,Apartment,90,Entire home/apt,10019,1,1,38,150,94
10577253,12/12/2013,2br in Manhattan NY,Manhattan,Apartment,90,Entire home/apt,10027,3,1,2,150,90
10585976,12/12/2013,AMAZING UES 1BR NEAR SUBWAY/SHOPS!,Manhattan,Apartment,100,Entire home/apt,10028,1,1,6,150,100
10595115,12/12/2013,Beautiful Midtown 1bd apartment!,Manhattan,Apartment,95,Entire home/apt,10036,2,1,4,195,95
10604652,12/13/2013,Private Two Room Studio By A Train,Brooklyn,Apartment,90,Entire home/apt,11216,1,1,4,65,90
10596523,12/13/2013,1 BR. APT- HEART OF NYC! Sleeps 7,Manhattan,Apartment,85,Entire home/apt,10019,6,1,58,200,85
10618980,12/14/2013,Beautiful apt in Bushwick Ridgewood,Brooklyn,Apartment,95,Entire home/apt,11385,2,1,22,100,96
10622338,12/14/2013,Bright & Stylish Studio in the LES,Manhattan,Apartment,90,Entire home/apt,10002,1,1,3,152,93
10616563,12/14/2013,Modern Chelsea 1 Bedroom,Manhattan,Apartment,95,Entire home/apt,10011,2,1,17,325,99
10617475,12/14/2013,2 BDRM Gramercy Bargain,Manhattan,Apartment,95,Entire home/apt,10016,2,1,14,165,97
10619640,12/14/2013,Penthouse near Central Park,Manhattan,Apartment,95,Entire home/apt,10023,2,1,12,330,97
10620373,12/14/2013,Charming Upper West Side 1 Bedroom,Manhattan,Apartment,90,Entire home/apt,10023,1,1,6,160,92
10618717,12/14/2013,Large APT in Upper West Side,Manhattan,Apartment,85,Entire home/apt,10027,1,1,8,99,89
10620037,12/14/2013,morningside park brownstone studio,Manhattan,Apartment,100,Entire home/apt,10027,1,1,1,250,100
10638711,12/15/2013,Brand New 3BR Apartment,Brooklyn,Apartment,90,Entire home/apt,11206,3,1,1,700,91
10630723,12/15/2013,ROOMY 3BD/2BA - Parking Included,Brooklyn,Apartment,85,Entire home/apt,11221,7,1,3,177,87
10630723,12/15/2013,Spacious 3BD/2BA - Parking Included,Brooklyn,Apartment,90,Entire home/apt,11221,7,1,63,177,91
10639971,12/15/2013,Huge Luxury East Village 1 Bedroom,Manhattan,Apartment,90,Entire home/apt,10009,1,1,12,380,92
10643386,12/15/2013,Spacious East Village 2 Bedroom,Manhattan,Apartment,80,Entire home/apt,10009,2,1,1,175,80
10638353,12/15/2013,Charming 2 bedroom apartment,Manhattan,Apartment,90,Entire home/apt,10011,2,1,4,400,90
10642609,12/15/2013,Large Stylish 1.5 BR Noho/Nolita,Manhattan,Apartment,95,Entire home/apt,10012,2,1,7,255,97
10640487,12/15/2013,"Freshly renovated, exposed brick!",Manhattan,Apartment,90,Entire home/apt,10016,1,1,30,199,92
10643341,12/15/2013,BEAUTIFUL 1BR APT ON THE UPPER WEST,Manhattan,Apartment,95,Entire home/apt,10025,2,1,14,150,96
10634286,12/15/2013,"TIMES SQUARE, Inexpensive, Central",Manhattan,Apartment,90,Entire home/apt,10036,3,1,9,180,93
10643230,12/15/2013,Spacious 1 bdrm 20 min to Manhattan,Queens,Apartment,90,Entire home/apt,11104,1,1,2,80,90
10661536,12/16/2013,Beautiful renovated 1 bedroom Apt.,Brooklyn,Apartment,90,Entire home/apt,11215,1,1,14,124,91
10653693,12/16/2013,LES Sun Drenched w/ Balcony,Manhattan,Apartment,90,Entire home/apt,10002,1,1,2,169,90
10650502,12/16/2013,E Village Private Deck 2 Bed/2 Bath,Manhattan,Apartment,95,Entire home/apt,10009,4,1,13,446,95
10658486,12/16/2013,West Village Wonder -spacious 1 bed,Manhattan,Apartment,95,Entire home/apt,10014,1,1,18,239,98
10654520,12/16/2013,Stylish and convenient.,Manhattan,Apartment,100,Entire home/apt,10019,1,1,5,230,100
10654989,12/16/2013,Confortable apartment in Manhattan,Manhattan,Apartment,85,Entire home/apt,10025,2,1,5,200,88
10652207,12/16/2013,Spacious 1 Bedroom in Harlem,Manhattan,Apartment,90,Entire home/apt,10026,2,1,6,110,93
10662294,12/16/2013,"Bright & cozy, private UES studio",Manhattan,Apartment,85,Entire home/apt,10028,1,1,3,150,87
10658057,12/16/2013,2BR 15' Times Square - Great View,Manhattan,Apartment,90,Entire home/apt,10031,3,1,13,200,91
10658185,12/16/2013,Entire Corner 1BR,Manhattan,Apartment,85,Entire home/apt,10035,1,1,7,165,89
10661691,12/16/2013,4 BR in Heart of Times Square,Manhattan,Apartment,85,Entire home/apt,10036,6,1,7,399,89
10661691,12/16/2013,A+ Location 2BD Times Square!!!!,Manhattan,Apartment,80,Entire home/apt,10036,3,1,26,199,82
10661691,12/16/2013,Amazing 2bed Times Square,Manhattan,Apartment,75,Entire home/apt,10036,3,1,19,199,77
10682259,12/17/2013,Comfortable studio apartment,Brooklyn,Apartment,100,Entire home/apt,11201,1,1,1,180,100
10678073,12/17/2013,Live in a loft in a b'klyn church!,Brooklyn,Apartment,90,Entire home/apt,11211,1,1,6,250,90
10675384,12/17/2013,1 BR Beautiful Central Williamsburg,Brooklyn,Apartment,90,Entire home/apt,11249,1,1,10,130,93
10679562,12/17/2013,Lovely Quiet 1Bd East Village NYC,Manhattan,Apartment,95,Entire home/apt,10009,1,1,28,195,95
10681252,12/17/2013,Cozy 1 Bedroom in East Village,Manhattan,Apartment,90,Entire home/apt,10009,1,1,2,170,90
10681432,12/17/2013,NYC apartment with a backyard!,Manhattan,Apartment,85,Entire home/apt,10009,1,1,5,215,85
10674648,12/17/2013,1 bedroom 1 bath in beautiful UES,Manhattan,Apartment,85,Entire home/apt,10028,1,1,3,200,87
10695690,12/18/2013,Beautiful Brooklyn Heights Loft,Brooklyn,Apartment,90,Entire home/apt,11201,1,1,3,120,90
10700163,12/18/2013,Spring into Bed Stuy!,Brooklyn,Apartment,95,Entire home/apt,11213,2,1,11,100,95
10699194,12/18/2013,Luxury Midtown Highrise,Manhattan,Apartment,90,Entire home/apt,10001,1,1,24,340,92
10701368,12/18/2013,Chelsea 720 sq ft apartment,Manhattan,Apartment,100,Entire home/apt,10001,1,1,4,200,100
10694601,12/18/2013,SUNNY APARTMENT DOWNTOWN!,Manhattan,Apartment,75,Entire home/apt,10002,1,1,13,179,78
10695029,12/18/2013,Coziest 1 BDRM in AMAZING  Location,Manhattan,Apartment,90,Entire home/apt,10011,1,1,10,200,93
10694842,12/18/2013,SoHo/Nolita loft apartment,Manhattan,Apartment,90,Entire home/apt,10013,2,1,69,275,90
10701766,12/18/2013,Best Upper West Side neighborhood,Manhattan,Apartment,100,Entire home/apt,10023,1,1,1,145,100
10692401,12/18/2013,Big Sunlit Studio-18mn to Manhattan,Queens,Apartment,90,Entire home/apt,11104,1,1,17,114,90
10720001,12/19/2013,Spacious Modern Williamsburg Loft!,Brooklyn,Apartment,90,Entire home/apt,11211,2,1,3,275,93
10714354,12/19/2013,Sunny Modern Brooklyn One Bedroom,Brooklyn,Apartment,100,Entire home/apt,11238,1,1,6,200,100
10720350,12/19/2013,"Clean Quiet Artsy Chelsea, Elevator",Manhattan,Apartment,100,Entire home/apt,10001,1,1,2,180,100
10705154,12/19/2013,Spacious Apt Near Central Park,Manhattan,Apartment,100,Entire home/apt,10023,1,1,3,190,100
10710522,12/19/2013,Private Furnished Studio Apartment,Manhattan,Apartment,75,Entire home/apt,10028,1,1,11,150,75
10721506,12/19/2013,"Great 1 Br Apt, Ozone Park, NYC",Queens,Apartment,95,Entire home/apt,11417,1,1,23,100,99
10722201,12/20/2013,"Fun, Artistic & Hipster 1 Bedroom",Brooklyn,Apartment,100,Entire home/apt,11211,2,1,2,175,100
10730351,12/20/2013,Prime upper East side studio Apt,Manhattan,Apartment,90,Entire home/apt,10075,1,1,4,140,93
10753903,12/22/2013,Nolita Walkup,Manhattan,Apartment,100,Entire home/apt,10012,2,1,3,250,100
10761330,12/22/2013,Charming WV Carriage House Studio,Manhattan,Apartment,100,Entire home/apt,10014,1,1,5,175,100
10764467,12/22/2013,Beautiful Mid Town Studio,Manhattan,Apartment,95,Entire home/apt,10017,2,1,41,180,97
10763279,12/22/2013,"Clean, quiet,Steps to Central Park",Manhattan,Apartment,100,Entire home/apt,10028,2,1,2,135,100
10777089,12/23/2013,Charming Greenwich Village one bed,Manhattan,Apartment,95,Entire home/apt,10012,1,1,28,214,96
10777985,12/23/2013,[10] Private 2BR Apartment in Soho!,Manhattan,Apartment,100,Entire home/apt,10012,2,1,5,250,100
10777985,12/23/2013,[232] 1BR Loft with Private Rooftop,Manhattan,Apartment,80,Entire home/apt,10012,1,1,3,600,80
10777985,12/23/2013,[3] Private 2BR in Heart of Soho!,Manhattan,Apartment,80,Entire home/apt,10012,2,1,6,250,80
10777985,12/23/2013,[5] 2BR Apt in the Heart of Soho!,Manhattan,Apartment,90,Entire home/apt,10012,2,1,3,250,90
10777921,12/23/2013,Spaceous Apartment Next to 6 & E,Manhattan,Apartment,95,Entire home/apt,10022,2,1,9,175,98
10794111,12/24/2013,Cool duplex Flatiron district,Manhattan,Apartment,100,Entire home/apt,10010,1,1,3,210,100
10788865,12/24/2013,Renting apt for a weekend getaway,Manhattan,Apartment,85,Entire home/apt,10032,1,1,50,100,85
10801032,12/25/2013,Brooklyn Apt. with Private Garden,Brooklyn,Apartment,95,Entire home/apt,11205,1,1,33,130,95
10808237,12/25/2013,"Fantastic location, cozy apartment",Manhattan,Apartment,90,Entire home/apt,10003,1,1,14,139,92
10811427,12/25/2013,APT. W/ FIREPLACE IN ❤️ OF GRAMERCY,Manhattan,Apartment,80,Entire home/apt,10003,2,1,2,225,80
10808359,12/25/2013,Designer's Chic West Village Apt,Manhattan,Apartment,80,Entire home/apt,10011,1,1,51,165,84
10806025,12/25/2013,"Private, Clean & Cool NYC Flat!",Manhattan,Apartment,85,Entire home/apt,10030,2,1,88,80,88
10810631,12/25/2013,22nd floor apartment with views,Manhattan,Apartment,100,Entire home/apt,10128,3,1,3,250,100
10834356,12/26/2013,East Village Studio Apartment,Manhattan,Apartment,100,Entire home/apt,10003,1,1,1,150,100
10828101,12/26/2013,Charming apartment in West Chelsea,Manhattan,Apartment,100,Entire home/apt,10011,2,1,3,250,100
10836508,12/26/2013,The Renovated Spacious 2BDR,Manhattan,Apartment,75,Entire home/apt,10018,4,1,13,260,75
10836508,12/26/2013,Best Price for 2 BDR & 2 Full Bath,Manhattan,Apartment,80,Entire home/apt,10019,3,1,46,240,80
10833246,12/26/2013,Prime 2 bd. UWS Apt. w/ Roof Deck!,Manhattan,Apartment,80,Entire home/apt,10023,3,1,1,299,80
10819398,12/26/2013,Exposed brick duplex 1br w/ terrace,Manhattan,Apartment,90,Entire home/apt,10025,2,1,2,199,90
10830347,12/26/2013,Unique Studio Gem with Park View,Manhattan,Apartment,95,Entire home/apt,10040,1,1,6,85,95
10855877,12/27/2013,Charming 1BR in UWS Brownstone,Manhattan,Apartment,85,Entire home/apt,10024,2,1,3,190,87
10848772,12/27/2013,1-2 bedroom on Upper East Side,Manhattan,Apartment,95,Entire home/apt,10029,1,1,5,125,96
10854661,12/27/2013,Beautiful Apartment for Stay/Shoots,Queens,Apartment,100,Entire home/apt,11101,2,1,2,300,100
10860441,12/28/2013,Gorgeous 2BR Duplex w/ Laundry,Brooklyn,Apartment,100,Entire home/apt,11233,2,1,2,135,100
10867754,12/28/2013,Luxury Apartment near the beach,Brooklyn,Apartment,100,Entire home/apt,11235,1,1,5,115,100
10860081,12/28/2013,Garden Level Brooklyn Brownstone,Brooklyn,Apartment,90,Entire home/apt,11238,2,1,7,130,91
10864587,12/28/2013,Beautiful Brand New Apartment,Manhattan,Apartment,90,Entire home/apt,10014,2,1,13,349,91
10864587,12/28/2013,West Village 2BR Dream!,Manhattan,Apartment,85,Entire home/apt,10014,2,1,40,350,87
10876794,12/28/2013,1 bedroom in the Upper West Side,Manhattan,Apartment,90,Entire home/apt,10024,2,1,4,200,90
10874973,12/28/2013,1 Bedroom Brownstone by CentralPark,Manhattan,Apartment,100,Entire home/apt,10025,1,1,1,155,100
10886276,12/29/2013,charming brooklyn apartment,Brooklyn,Apartment,90,Entire home/apt,11213,,1,10,98,90
10879231,12/29/2013,Large Apt in heart of BedStuy!!,Brooklyn,Apartment,80,Entire home/apt,11216,1,1,1,65,80
10896584,12/29/2013,Adorable One Bedroom in Greenpoint,Brooklyn,Apartment,100,Entire home/apt,11222,1,1,1,120,100
10894229,12/29/2013,1 BEDROOM EAST VILLAGE BEAUTY!,Manhattan,Apartment,90,Entire home/apt,10009,2,1,14,245,92
10898136,12/29/2013,Chic Chelsea 2BR/1BA Loft Sleep/6,Manhattan,Apartment,80,Entire home/apt,10010,3,1,1,195,80
10898136,12/29/2013,Wow 2Bedroom  /  Sleep 6 / Elevator,Manhattan,Apartment,85,Entire home/apt,10010,3,1,94,250,85
10900468,12/29/2013,Manhattan best Parks and Historic,Manhattan,Apartment,100,Entire home/apt,10010,3,1,3,249,100
10890910,12/29/2013,Spacious Design Loft SoHo 2BR 2BA,Manhattan,Apartment,100,Entire home/apt,10012,2,1,4,650,100
10898136,12/29/2013,Time Square/ Sleep 8 /Duplex / Nyc,Manhattan,Apartment,85,Entire home/apt,10019,4,1,63,300,85
10894596,12/29/2013,BEAUTIFUL COZY STUDIO APARTMENT UWS,Manhattan,Apartment,100,Entire home/apt,10023,1,1,3,239,100
10879661,12/29/2013,"Upper East Side - Clean, Bright",Manhattan,Apartment,95,Entire home/apt,10028,1,1,18,189,96
10896934,12/29/2013,2-BEDS UPPER EAST APT. / CENTRAL PK,Manhattan,Apartment,75,Entire home/apt,10029,2,1,29,169,78
10910216,12/30/2013,Red Hook Loading Dock Loft,Brooklyn,Apartment,100,Entire home/apt,11231,2,1,1,275,100
10917992,12/30/2013,Tribeca Loft - Modern luxury living,Manhattan,Apartment,80,Entire home/apt,10013,1,1,1,500,80
10919752,12/30/2013,Sunny and Charming WV One Bedroom,Manhattan,Apartment,95,Entire home/apt,10014,2,1,17,210,95
10920669,12/30/2013,Central Park West and 75th San Remo,Manhattan,Apartment,100,Entire home/apt,10023,1,1,11,350,100
10906528,12/30/2013,"Upper West Side 1 BR APT, ~675sg ft",Manhattan,Apartment,95,Entire home/apt,10024,1,1,5,200,96
10932521,12/31/2013,Fully renovated 1br apt in LES,Manhattan,Apartment,100,Entire home/apt,10002,1,1,7,224,100
10928857,12/31/2013,Centrally located Midtown East 1 BR,Manhattan,Apartment,95,Entire home/apt,10016,1,1,8,125,97
10929564,12/31/2013,Studio 2 steps from Central Park,Manhattan,Apartment,90,Entire home/apt,10023,2,1,24,188,92
10927658,12/31/2013,Charming 1BR Midtown West Apt.,Manhattan,Apartment,95,Entire home/apt,10036,1,1,5,180,96
10952361,1/1/2014,Studio in Greenwich Village,Manhattan,Apartment,95,Entire home/apt,10012,1,1,16,115,95
10953969,1/1/2014,Immaculate Studio- Amazing View,Manhattan,Apartment,90,Entire home/apt,10021,1,1,30,200,94
10952317,1/1/2014,Upper East Side Studio,Manhattan,Apartment,100,Entire home/apt,10028,1,1,1,100,100
10973049,1/2/2014,Cozy One Bedroom Apartment,Brooklyn,Apartment,100,Entire home/apt,11201,1,1,1,100,100
10971751,1/2/2014,1 BR apt in Atlantic Avenue,Brooklyn,Apartment,100,Entire home/apt,11217,1,1,1,119,100
10973455,1/2/2014,Super Cute Chelsea One Bedroom,Manhattan,Apartment,85,Entire home/apt,10001,1,1,12,180,87
10962595,1/2/2014,Beautiful  Manhattan Studio!,Manhattan,Apartment,90,Entire home/apt,10019,2,1,58,190,90
10962595,1/2/2014,Luxury Manhattan Studio!,Manhattan,Apartment,90,Entire home/apt,10019,1,1,56,250,91
10976239,1/2/2014,Large one bedroom In HELLS Kitchen,Manhattan,Apartment,100,Entire home/apt,10019,2,1,5,190,100
10968147,1/2/2014,Historical Brownstone in Harlem,Manhattan,Apartment,90,Entire home/apt,10027,1,1,4,225,93
10974421,1/2/2014,large 2bdrm apt - midtown manhattan,Manhattan,Apartment,90,Entire home/apt,10036,2,1,2,175,90
10976977,1/2/2014,Charming 1BR/ Heart of Meat Packing,Manhattan,Apartment,80,Entire home/apt,10065,2,1,11,299,84
11004220,1/3/2014,Sunny 2BR Penthouse Duplex Wburg,Brooklyn,Apartment,100,Entire home/apt,11211,3,1,2,225,100
10992588,1/3/2014,"Brooklyn Life, Easy to Manhattan",Brooklyn,Apartment,95,Entire home/apt,11216,2,1,36,175,97
10981050,1/3/2014,Newly renovated house,Brooklyn,Apartment,90,Entire home/apt,11221,2,1,20,145,93
10988228,1/3/2014,Sun-drenched 1 Bedroom on the Park,Brooklyn,Apartment,95,Entire home/apt,11222,2,1,30,129,97
10999883,1/3/2014,Authentic East Village Apartment,Manhattan,Apartment,75,Entire home/apt,10009,3,1,9,250,76
10995060,1/3/2014,Comfy Studio Apt On First Floor,Manhattan,Apartment,90,Entire home/apt,10029,1,1,3,120,93
10988040,1/3/2014,Luxury Studio apt. in Midtwn West,Manhattan,Apartment,95,Entire home/apt,10036,2,1,16,225,96
10987233,1/3/2014,"NYC, Astoria, 2 bedroom apartment",Queens,Apartment,95,Entire home/apt,11105,2,1,58,160,97
10998158,1/3/2014,"Beautiful 2 Bed Apartment LIC, NY!",Queens,Apartment,90,Entire home/apt,11106,3,1,7,175,94
11010680,1/4/2014,"Space Just For Guests, Park Slope",Brooklyn,Apartment,85,Entire home/apt,11217,1,1,45,89,87
11021180,1/4/2014,Studio Apartment East Village,Manhattan,Apartment,95,Entire home/apt,10003,2,1,56,185,97
11050335,1/5/2014,2-Story Williamsburg Apt w/Backyard,Brooklyn,Apartment,100,Entire home/apt,11211,2,1,2,285,100
